BPM,SpO2,Temperature_C,Humidity_%,GSR,Angle_X,Angle_Y,Heat_Therapy_Duration,Sleep_Quality
67,99,38.34,86.45,242,0.53,3.39,13.16,86.63
76,95,35.64,20.79,9,-4.24,3.95,3.83,72.36
75,96,35.5,34.1,316,5.82,8.48,0.0,71.66
63,99,37.3,89.56,391,-6.81,7.64,5.69,78.98
80,97,36.35,54.5,47,-4.96,-4.23,7.79,69.91
63,99,38.14,60.1,111,5.7,-0.9,12.7,82.81
69,90,36.48,31.65,203,-1.33,4.95,4.68,82.03
64,97,36.37,82.6,476,-5.97,8.33,0.39,80.36
96,93,36.31,36.19,381,3.02,-3.26,7.43,72.08
78,99,35.93,33.28,156,4.66,-1.11,4.21,77.2
103,97,37.24,35.97,342,-7.5,7.99,13.9,56.75
80,95,36.0,84.37,25,-4.46,-2.83,6.27,71.75
91,98,36.77,69.2,420,-5.57,-0.39,8.37,75.74
104,93,36.88,73.8,479,-2.4,8.09,10.92,64.99
78,91,35.56,46.39,307,5.27,6.04,0.84,73.56
73,91,35.55,83.64,165,4.27,-5.13,1.2,75.51
114,94,37.06,75.26,248,3.25,-3.5,16.12,59.85
93,99,37.59,72.54,261,-9.87,-2.94,14.43,63.34
72,98,38.33,87.97,263,-7.16,8.25,13.9,70.77
73,92,36.04,45.63,16,-5.53,9.98,5.13,65.2
90,97,35.81,62.77,75,-4.56,5.48,6.8,64.45
109,93,35.66,83.7,445,-7.07,-0.31,6.13,65.54
101,95,36.81,75.36,469,-1.79,-9.8,10.05,64.97
103,99,37.37,59.44,253,-8.5,3.95,15.42,58.62
87,95,38.02,25.33,205,5.0,-2.21,15.96,71.94
75,92,37.55,65.69,33,5.75,2.66,12.91,73.06
76,94,36.13,56.86,146,1.49,2.13,4.87,80.58
102,92,36.89,32.89,325,-8.21,-0.38,12.08,65.19
91,90,38.23,81.76,337,7.8,8.89,16.49,61.21
69,96,36.48,44.03,227,9.31,-9.54,4.43,67.42
89,93,37.0,47.12,117,-5.95,4.24,12.11,65.61
86,96,38.38,67.07,164,4.09,-1.8,17.94,73.2
65,92,37.7,54.22,37,6.84,4.28,11.65,74.9
64,94,37.74,26.25,398,0.8,3.5,8.04,90.8
111,94,36.26,47.12,357,-3.53,-9.8,10.42,55.65
79,91,36.74,26.61,295,-0.43,-4.29,7.07,80.73
56,99,35.75,33.35,136,0.25,-6.22,0.0,86.96
118,91,37.32,20.5,308,-1.99,-6.66,17.62,56.78
89,93,35.81,32.69,245,8.6,4.57,4.91,64.6
61,93,38.01,43.13,197,4.88,-5.21,10.77,81.34
72,93,37.94,57.68,373,-5.17,-0.51,10.89,84.64
96,95,37.1,84.35,65,1.71,-5.06,14.55,65.17
93,91,35.92,57.82,79,3.77,1.6,7.93,68.63
95,95,35.58,69.39,51,-7.2,4.41,6.87,59.59
78,96,37.89,45.04,128,-2.83,-3.38,14.27,76.11
114,99,37.3,72.61,413,8.11,2.06,15.67,59.05
100,92,37.63,63.43,379,1.34,6.5,14.87,68.17
73,97,36.41,52.19,367,-5.66,-8.12,3.49,74.31
96,91,37.03,33.56,480,-7.54,4.21,10.04,67.49
86,97,37.74,41.25,0,0.36,-3.54,16.41,72.32
93,94,36.89,63.47,166,0.95,-7.55,11.88,66.62
90,91,37.3,49.82,15,-3.31,0.91,14.87,70.23
90,96,37.87,82.26,144,2.61,-5.47,16.41,68.18
57,91,36.15,36.44,111,-8.63,6.43,1.52,75.66
62,95,35.7,25.12,367,-7.1,-9.14,0.0,76.85
95,99,37.1,61.25,101,0.93,-8.03,13.97,63.78
67,92,35.69,82.02,81,-8.76,0.42,1.52,77.1
103,98,37.8,45.53,405,7.62,1.78,16.05,65.32
114,92,37.66,65.34,469,-7.16,4.6,16.9,58.27
56,92,38.15,36.2,98,3.48,-4.81,11.45,84.01
114,94,37.42,59.09,158,-2.18,6.84,18.81,55.35
59,96,35.7,75.08,39,-2.0,9.06,0.42,78.0
98,97,36.26,80.69,154,5.3,-0.02,9.86,67.7
81,96,37.92,27.36,35,-0.01,5.21,15.97,73.93
86,98,36.0,44.95,380,4.51,0.5,3.91,78.59
75,94,37.6,64.78,246,0.1,-8.61,11.02,76.96
62,99,37.84,22.43,3,1.86,-3.48,12.07,82.66
104,92,36.49,68.34,496,5.21,-8.25,8.79,61.76
98,95,36.47,56.96,373,2.15,9.78,8.7,64.15
112,94,37.17,40.2,452,2.31,-5.42,14.25,63.76
57,93,38.08,77.03,280,5.78,2.72,9.52,86.9
56,91,36.17,40.3,350,8.98,-4.31,0.0,83.05
98,96,38.32,89.4,333,-2.47,3.06,18.39,71.02
56,94,37.3,77.15,413,1.54,-5.79,4.06,91.46
89,93,38.48,69.56,430,-8.27,5.71,16.38,67.32
84,97,35.77,24.29,248,-2.82,-7.78,3.66,70.23
62,98,35.88,83.3,11,-1.76,7.9,2.19,77.63
76,98,37.98,75.3,282,6.7,6.81,12.78,71.42
98,92,38.09,36.03,428,0.27,3.58,16.29,74.95
112,92,36.84,47.46,215,4.62,-8.65,14.93,52.37
90,94,37.64,38.8,318,-9.62,-5.83,13.53,62.82
85,94,38.1,88.91,310,-0.71,7.19,14.91,74.22
101,99,35.63,79.79,413,8.03,-7.56,4.72,59.06
109,91,37.22,85.12,81,-5.51,-6.88,17.6,52.25
116,90,38.06,75.21,13,-9.37,0.88,23.87,49.96
84,97,36.69,51.94,55,-1.33,-4.52,10.22,72.08
109,92,36.41,34.38,402,4.09,-5.56,10.32,61.96
70,90,37.89,34.57,341,-0.91,1.52,10.53,88.91
66,90,36.51,30.62,281,-0.8,-2.55,3.43,88.6
71,91,35.51,58.27,198,3.4,-7.19,0.27,75.76
70,95,38.38,84.4,347,-4.91,0.7,12.92,85.21
66,95,37.28,89.43,165,5.04,-2.26,8.43,81.54
62,92,37.96,40.11,452,-6.94,4.69,8.17,84.09
57,93,37.98,68.81,291,-2.08,-7.94,8.87,85.28
70,91,35.7,61.8,145,3.12,2.41,1.55,81.26
84,91,36.01,54.23,440,6.57,-1.27,2.96,77.39
77,96,36.43,66.6,77,5.83,-1.88,7.3,73.79
59,90,36.46,46.0,111,4.43,-5.35,3.5,80.97
119,96,37.48,86.11,22,-2.82,-9.39,21.46,46.29
84,90,37.37,69.38,374,-7.55,6.95,10.41,68.07
75,95,36.98,72.79,115,-5.66,-3.47,9.27,73.84
76,92,36.13,36.97,141,7.3,3.62,4.96,71.72
86,97,36.65,31.8,479,7.15,8.95,6.14,67.26
87,95,37.13,47.6,196,9.03,1.3,11.59,68.02
70,91,36.9,73.67,277,-8.48,-2.06,6.25,77.9
92,97,35.88,85.72,27,0.74,-4.63,8.04,68.1
68,94,37.45,49.91,298,2.97,8.68,8.36,77.97
90,97,35.72,74.19,75,4.21,3.64,6.35,67.07
77,97,36.63,52.93,17,2.88,3.31,8.9,74.42
56,95,37.63,40.67,99,5.4,-1.48,8.86,85.73
119,91,35.56,71.75,478,-2.81,6.9,7.32,58.41
106,97,37.21,75.87,460,-6.41,4.27,13.15,63.38
116,95,36.5,34.2,467,-5.91,-4.34,11.55,59.05
77,95,35.53,41.36,123,-9.76,1.99,2.3,69.86
80,97,36.07,54.63,364,-2.99,-1.4,3.22,82.01
109,90,38.32,33.06,291,-8.17,-9.87,21.0,49.68
60,91,37.06,85.02,124,-3.57,6.15,6.58,80.81
89,98,38.49,61.39,6,2.56,-7.54,20.7,63.49
76,97,37.07,28.48,22,7.89,0.2,10.85,72.73
97,96,37.13,32.88,161,6.79,-3.28,13.95,62.64
69,96,36.68,86.8,116,-4.95,-3.16,6.52,78.09
114,94,36.43,71.67,369,-7.32,-0.45,11.76,61.05
66,91,36.25,71.41,351,-6.14,9.94,1.46,74.73
103,95,36.53,25.07,20,9.42,-1.83,13.55,55.4
96,99,36.88,82.67,251,0.99,-6.35,11.59,68.21
92,92,36.08,51.06,325,-6.35,2.27,6.03,70.15
99,93,36.17,66.18,463,6.81,-5.27,6.54,65.25
89,99,36.31,87.18,482,-2.1,-7.89,5.05,73.16
84,91,36.85,27.0,430,7.98,-9.0,7.24,66.22
84,91,37.46,53.76,308,-4.79,-9.54,11.51,66.97
60,97,38.07,23.47,83,-2.14,-1.38,12.01,87.45
61,97,36.36,54.97,361,0.1,-1.47,0.9,94.84
106,99,36.05,37.66,40,7.85,-6.29,11.56,50.83
68,95,36.64,83.77,202,7.38,5.68,5.26,74.37
69,94,38.18,47.89,415,1.49,-7.41,11.07,83.12
75,97,35.53,64.37,127,-5.56,8.31,1.88,68.39
89,93,37.53,80.22,141,-1.93,1.75,14.56,73.9
56,93,36.93,88.86,343,9.51,-9.45,2.93,76.11
89,94,35.98,55.27,491,2.16,9.26,3.31,71.62
74,90,36.46,51.9,102,5.62,-3.84,6.6,73.68
64,90,36.17,25.3,106,-1.0,-1.0,3.11,87.72
79,91,38.13,20.89,478,0.64,-4.31,12.19,84.11
79,97,36.95,62.62,16,-1.42,4.57,10.87,73.63
108,96,37.19,24.58,24,4.06,-0.29,17.81,61.27
87,99,37.28,46.63,63,7.03,-7.35,13.68,60.5
90,98,37.42,20.25,456,0.15,-7.92,11.03,74.44
68,94,36.99,63.07,341,-0.38,4.51,5.62,86.95
119,91,35.55,49.78,374,-3.19,-5.26,8.33,57.84
108,96,36.5,28.89,236,-6.46,-7.24,12.26,54.28
106,97,36.05,40.75,175,8.78,-0.01,10.21,59.94
57,96,37.54,59.88,290,-3.68,6.06,6.7,85.62
95,96,35.67,65.97,292,6.01,-4.42,4.93,65.81
60,94,37.19,52.36,310,4.31,-4.47,5.36,85.67
79,91,36.13,76.28,400,5.82,6.68,2.96,73.5
67,95,38.35,27.87,155,8.74,-7.04,14.08,70.67
62,93,36.51,25.92,384,2.47,2.33,1.59,90.92
75,99,36.48,23.1,52,7.96,9.1,7.36,63.07
79,91,38.27,57.51,72,-6.65,6.83,16.93,65.77
99,98,36.75,69.44,182,2.53,-8.76,12.24,60.58
114,96,38.39,29.14,368,5.45,-3.6,21.56,59.5
66,95,35.57,64.73,188,-4.57,-7.15,0.0,76.7
86,94,36.42,53.39,12,4.82,8.98,9.68,60.68
67,92,37.5,89.11,46,5.57,9.72,10.93,69.07
85,99,38.17,70.22,447,6.62,-5.3,13.89,72.13
74,99,36.27,66.02,159,-3.74,3.39,5.06,77.62
72,93,38.29,59.93,283,3.63,6.83,13.53,77.1
114,92,37.28,89.82,52,-3.91,-5.33,19.19,52.95
117,97,37.9,88.63,286,4.78,-6.25,20.56,53.99
60,92,36.69,57.67,7,-0.74,-9.78,5.89,77.52
86,96,36.14,51.86,71,1.95,-1.76,7.67,73.97
97,96,38.23,52.35,379,-1.68,7.99,17.28,67.47
56,96,38.3,49.98,97,-6.76,8.06,12.23,76.16
114,96,36.99,57.2,86,-6.44,-7.45,17.4,48.06
77,91,35.52,39.15,329,-8.45,-5.91,0.21,70.85
85,99,35.83,84.88,100,2.36,-1.84,5.65,74.46
59,92,37.22,54.32,495,6.97,5.61,3.45,85.3
88,99,35.57,78.94,280,-9.58,2.24,3.16,67.42
64,98,36.69,53.27,370,-8.68,0.28,3.05,84.66
56,92,36.41,70.28,288,-0.85,1.84,0.87,94.53
65,91,37.64,43.58,236,4.75,-8.08,9.36,76.82
104,98,35.67,63.74,195,-6.85,-0.45,7.68,63.15
85,99,36.97,54.89,390,-4.57,9.84,8.43,68.01
110,98,37.24,45.7,96,-5.36,-8.23,17.73,50.61
63,93,37.35,81.71,449,-2.02,0.38,5.37,94.6
75,98,36.72,27.89,367,-5.5,-4.09,5.41,78.34
82,92,36.41,54.08,429,-2.95,0.8,4.68,83.08
116,96,37.55,33.61,95,4.57,1.48,20.49,56.64
61,96,38.04,80.27,260,2.22,1.55,10.31,90.18
70,97,37.58,37.74,120,-8.38,7.04,11.2,68.9
58,99,38.3,64.34,365,2.75,-2.21,9.93,92.35
58,93,37.65,31.59,272,-0.46,0.33,7.64,95.5
94,92,37.79,48.34,331,8.69,-9.78,14.96,57.45
71,92,36.0,82.96,51,-4.21,5.79,4.21,73.51
106,94,36.76,31.62,395,4.52,-4.81,11.54,63.7
106,90,36.96,66.42,317,4.62,6.33,13.31,60.2
90,99,36.27,34.32,162,-5.57,-4.69,8.22,65.93
92,92,37.09,49.1,189,8.06,-9.78,12.44,56.36
104,95,36.37,57.84,276,-0.18,-6.9,10.4,65.02
117,92,37.56,60.41,84,3.58,9.71,20.87,47.23
117,94,36.91,62.18,193,-7.08,-3.6,16.52,52.54
116,98,36.88,64.81,180,-4.84,-7.82,16.28,50.4
61,91,38.45,39.02,20,1.72,-7.62,14.75,78.68
81,91,36.68,48.1,398,-3.62,-3.79,6.11,78.56
68,95,36.59,22.61,202,-0.01,-9.25,5.01,78.94
59,95,36.46,73.81,201,-2.52,0.23,2.57,91.22
109,97,38.18,78.6,465,2.81,-5.73,18.57,64.56
56,91,36.99,33.95,150,-0.26,0.39,5.15,94.23
116,98,37.3,34.1,383,-9.91,-7.18,16.37,49.15
75,91,36.04,22.94,158,2.99,-1.4,4.13,80.38
75,90,37.12,87.93,309,-1.56,1.96,8.02,84.46
64,99,36.32,76.5,438,-3.17,-8.76,0.54,82.45
112,91,37.69,45.25,25,-8.12,-2.03,21.11,52.33
93,96,38.0,53.73,308,-5.59,-3.95,16.01,68.21
59,97,37.64,40.44,65,-5.52,-5.19,9.87,78.94
119,94,37.69,61.81,422,8.71,2.09,18.53,55.98
67,95,37.04,70.21,262,-1.35,1.77,6.47,88.0
107,90,37.64,51.32,471,-9.16,2.61,15.37,61.79
99,95,36.77,81.15,166,-7.22,-6.82,12.48,56.96
86,97,37.45,56.19,287,-8.42,-4.29,12.1,67.49
90,92,36.28,30.1,153,1.78,-5.81,8.36,68.96
114,90,35.71,63.56,342,-6.27,0.81,8.43,61.35
65,93,36.74,52.36,205,-0.03,-0.78,5.15,90.63
117,90,36.89,85.5,412,-2.6,-3.39,14.21,62.55
75,97,36.27,47.43,152,6.08,5.72,5.33,71.38
106,94,37.68,48.2,183,-3.59,-8.12,18.29,56.61
109,90,35.72,65.55,158,-0.83,9.5,9.32,56.26
80,97,36.17,56.89,193,4.43,-7.67,5.41,69.35
88,98,37.75,46.21,1,-1.33,5.46,16.82,67.87
106,99,36.81,89.28,214,5.86,-2.64,13.62,61.08
106,91,37.62,41.15,174,3.23,7.31,18.04,57.83
83,98,37.2,39.43,74,-1.79,-8.52,12.37,67.61
92,97,38.35,80.51,284,0.08,-2.51,17.82,76.58
96,96,37.29,20.24,126,9.34,-3.29,14.91,59.36
75,92,35.54,34.09,489,3.23,9.86,0.0,76.57
96,91,36.56,61.33,482,8.1,9.71,7.67,60.27
67,96,35.93,31.37,48,-6.42,-6.2,3.07,72.31
118,94,38.27,89.01,456,-0.34,2.6,20.91,66.6
71,95,35.81,52.49,31,8.17,0.71,3.45,74.46
63,93,36.66,61.82,157,-3.55,-6.91,4.85,79.09
95,91,36.18,31.23,14,9.35,-6.64,10.25,53.58
55,98,38.04,40.26,317,-8.06,9.79,8.53,77.43
56,92,36.43,63.02,333,8.05,-0.95,0.5,87.86
114,96,38.48,58.47,242,-1.1,-7.48,23.26,57.54
102,97,35.62,74.91,16,-8.53,-5.7,8.82,52.24
83,91,35.88,38.85,21,7.59,-4.63,6.31,64.25
64,95,36.17,65.75,243,-4.96,0.22,1.74,86.64
112,97,37.93,40.37,413,-9.55,-3.29,18.44,56.85
114,96,38.14,61.07,80,-7.28,-0.9,23.18,54.78
75,92,35.71,62.35,143,3.18,-6.67,2.64,73.54
82,90,35.6,28.53,435,9.56,-3.47,0.54,72.07
88,95,37.73,58.4,7,-7.77,-8.59,16.7,56.5
62,97,35.9,20.84,447,-0.76,7.79,0.0,87.67
113,95,35.9,55.08,166,-6.39,-6.02,10.93,51.93
103,94,35.57,68.83,286,4.9,5.14,6.08,62.17
71,97,35.65,25.1,267,-7.64,-3.01,0.28,77.06
114,91,36.29,85.71,288,-5.2,-0.51,11.88,61.9
99,90,35.7,52.11,185,-6.07,-4.17,6.93,61.9
86,90,36.61,85.69,11,1.05,3.93,10.62,71.24
98,93,38.0,27.52,280,7.46,6.89,17.29,59.37
119,95,36.48,86.49,421,0.22,-4.27,12.48,63.52
62,98,37.68,27.64,303,-8.84,-5.16,8.29,78.27
97,90,35.78,52.3,465,1.27,3.63,4.16,74.92
55,90,37.48,85.66,82,5.95,-6.1,8.07,79.68
105,94,36.45,36.29,54,-7.36,2.8,13.21,56.4
78,99,37.75,22.43,130,-8.55,-8.11,13.55,63.61
78,94,35.91,75.52,124,-6.24,2.4,4.4,73.1
71,94,38.19,61.71,482,4.92,0.27,10.85,87.91
59,99,36.23,55.97,324,1.83,-7.72,0.2,85.51
74,95,36.56,22.4,418,0.81,2.98,3.92,86.81
75,97,38.35,65.73,50,-5.01,-1.07,16.75,76.2
112,92,37.24,32.01,26,-3.36,-5.66,18.82,53.7
85,98,36.6,85.18,164,9.32,-2.93,8.85,66.08
65,90,38.35,68.0,493,-5.19,-0.16,10.31,90.95
106,93,36.49,69.49,468,8.03,-8.17,9.46,56.92
69,98,35.78,36.28,399,1.61,9.15,0.0,80.56
61,97,38.49,81.65,475,-7.53,3.31,10.4,85.99
82,99,36.3,57.64,280,-0.65,-7.95,5.62,74.28
105,98,38.05,80.0,32,8.97,6.46,21.45,49.63
112,90,36.0,38.97,61,-1.63,-3.55,12.27,59.01
59,98,37.69,72.88,144,7.27,1.94,9.33,82.34
59,92,37.07,60.22,170,-4.87,-4.46,5.97,82.71
62,99,38.44,23.39,285,1.42,4.67,12.26,87.4
118,98,37.16,48.37,296,6.88,4.46,16.93,53.32
64,90,35.58,32.87,116,8.41,1.04,0.02,78.97
92,90,37.31,45.14,3,-0.28,-5.18,15.43,67.5
62,98,35.94,46.83,65,2.79,-4.93,1.93,81.04
79,95,37.9,53.24,59,-9.94,-2.34,15.19,66.94
104,93,38.07,62.02,392,-4.94,-7.1,17.73,61.4
103,96,36.95,59.97,286,-4.43,-3.25,12.97,65.01
90,94,37.85,22.73,344,-8.13,3.69,14.31,67.7
95,99,35.94,72.55,228,-4.41,6.62,6.9,63.83
116,96,36.98,86.44,99,-3.58,-3.35,17.59,55.67
64,97,36.68,44.41,118,9.38,-5.33,5.53,72.72
75,97,37.33,32.58,68,3.37,6.65,11.49,71.83
90,90,35.63,57.8,151,-1.48,7.81,5.16,66.87
66,97,37.76,69.34,279,9.76,-1.8,9.69,78.71
56,95,35.74,67.52,220,-6.94,-9.46,0.0,76.72
67,93,37.47,62.85,497,-0.48,3.9,6.28,91.19
107,97,35.56,30.24,428,2.94,5.68,5.4,64.71
86,92,38.0,78.58,222,-8.89,-9.64,15.46,59.21
70,93,36.02,49.79,164,4.34,1.9,2.98,80.79
86,95,37.05,35.5,441,-8.0,1.77,8.52,74.1
86,96,36.28,26.04,210,-7.19,-2.43,7.02,69.66
65,93,37.67,49.17,278,-6.81,5.0,9.06,78.9
64,93,36.46,63.26,418,8.58,-1.44,1.44,84.34
69,96,37.67,66.58,62,3.66,3.54,12.05,78.1
71,95,36.35,87.39,373,3.11,0.34,2.74,87.82
94,97,37.76,30.72,369,1.11,-5.03,14.4,73.01
72,90,35.59,89.0,261,-4.14,2.13,0.25,81.69
109,99,36.35,65.83,5,2.42,4.74,14.0,57.01
79,96,37.0,51.8,247,-1.8,9.48,8.81,71.91
113,96,35.64,82.17,228,-7.09,-2.4,9.0,56.67
76,96,36.06,68.61,285,3.79,-8.71,3.14,72.7
84,96,38.3,44.41,256,-7.41,9.76,16.26,62.52
98,99,38.43,81.89,62,-6.19,2.48,21.63,61.84
86,99,37.72,66.66,391,6.35,8.93,12.39,66.48
105,97,36.26,68.92,27,3.2,-7.92,12.51,54.69
100,98,36.28,82.75,344,2.62,-3.16,8.47,69.95
75,98,37.44,51.39,416,-1.64,-7.32,8.53,80.07
86,91,35.85,65.98,52,-2.07,6.71,6.44,67.5
93,96,38.34,72.13,251,3.81,7.61,18.31,64.83
66,96,36.17,51.78,37,4.8,0.03,4.2,81.95
101,93,38.5,25.84,307,0.2,-6.27,20.12,67.87
72,98,36.99,74.0,333,9.39,-7.46,6.51,70.45
75,97,37.81,23.35,138,9.11,1.76,13.19,72.21
67,90,35.51,70.25,385,-1.75,0.13,0.0,91.95
75,91,38.17,83.76,52,6.41,3.9,15.81,71.17
62,91,36.31,44.29,93,0.87,-3.9,3.52,85.15
100,97,37.5,27.14,93,0.24,-1.95,17.09,69.23
61,90,37.92,36.3,451,-8.9,-9.57,7.79,76.35
77,93,35.99,59.36,460,1.48,2.2,1.26,86.28
76,99,36.83,85.99,262,8.01,-1.54,7.22,75.78
76,94,36.98,55.86,485,5.6,8.4,5.76,74.9
83,98,36.44,27.89,322,5.73,2.84,6.06,74.67
67,96,36.95,63.94,136,-6.8,-2.03,7.27,78.63
56,97,36.45,71.3,461,-2.83,-4.73,0.0,92.15
83,98,36.58,47.53,371,-5.34,8.11,6.3,69.79
106,96,37.51,70.51,446,-3.68,-9.67,14.78,59.89
81,94,37.4,42.74,255,1.59,-3.46,11.14,78.54
104,94,36.2,75.24,394,-2.7,8.87,8.34,61.99
77,99,38.19,43.88,36,1.21,3.08,16.5,77.07
98,95,38.09,37.93,141,-1.23,0.65,19.13,71.56
76,94,37.03,81.54,146,-4.27,-5.93,9.38,72.68
97,98,36.8,58.39,7,-8.09,6.67,13.83,53.93
91,92,36.63,39.96,250,7.84,-5.92,9.35,63.0
115,92,37.62,85.46,134,-9.77,-5.03,20.27,47.41
110,96,37.51,68.36,58,-9.97,-6.16,19.49,46.8
57,96,36.09,35.45,122,6.54,-6.84,1.12,77.89
117,95,37.51,63.02,446,9.94,9.07,17.01,47.62
73,92,36.26,80.93,262,4.54,2.04,3.77,80.84
77,96,35.56,68.73,119,-9.69,2.76,2.49,68.94
83,94,37.6,37.13,438,-5.47,9.09,10.71,69.8
84,96,37.43,65.42,258,9.44,-5.39,11.89,65.37
93,91,36.73,63.34,322,6.17,-9.88,9.54,60.68
79,95,37.08,77.46,17,1.34,1.98,11.52,76.86
62,97,38.34,32.47,300,-5.26,0.16,11.61,88.5
112,90,37.29,68.97,352,-9.71,-0.45,15.81,58.85
70,93,37.47,21.92,484,-9.58,-8.76,7.03,72.67
55,90,35.69,68.73,91,2.24,-0.91,0.0,90.54
59,90,36.0,87.23,163,-9.56,-4.25,0.66,77.19
57,99,36.4,32.21,143,9.87,-4.51,2.48,77.1
119,97,37.12,41.79,334,-6.33,-5.55,16.55,52.92
58,96,37.83,60.8,412,4.21,-3.35,7.13,90.16
118,99,36.46,71.27,314,-6.9,-2.94,13.28,55.48
64,90,36.57,44.11,401,0.8,-3.82,2.14,90.47
75,91,36.27,66.5,432,-8.39,9.58,2.52,69.58
100,93,36.26,82.95,237,5.34,8.65,9.45,57.95
81,90,38.35,70.86,173,1.7,1.49,16.7,79.13
95,92,37.41,69.77,82,-8.28,9.62,15.71,52.66
67,97,35.97,46.74,156,6.97,9.82,2.18,69.47
63,97,37.67,83.8,453,0.94,-2.88,6.9,92.97
90,97,37.67,39.41,108,8.43,-1.1,15.75,65.73
112,95,37.5,34.37,177,8.33,9.18,18.63,46.52
108,95,35.9,45.5,249,8.41,2.17,9.13,58.28
66,94,36.72,65.51,494,-8.44,-5.74,2.38,79.86
68,98,35.82,80.32,252,-7.58,3.79,0.68,77.4
88,93,37.95,29.25,54,9.75,-5.89,17.31,58.31
107,99,37.47,76.97,154,-0.25,-3.21,17.69,65.43
74,96,37.02,76.9,390,-5.24,-5.45,6.51,77.98
70,90,36.53,61.08,90,5.39,-5.1,6.25,74.21
110,98,36.05,73.25,338,-4.71,-9.91,9.38,54.21
112,96,35.82,32.73,125,4.54,7.61,10.75,51.91
58,99,38.41,31.87,336,6.75,-4.08,10.78,84.73
58,98,36.1,80.4,168,5.69,-8.27,0.91,77.61
74,96,35.68,54.87,138,-4.52,-8.26,2.32,70.42
64,91,38.39,37.22,4,-1.97,1.12,15.19,84.37
78,95,37.15,68.21,65,-1.73,9.86,11.18,68.39
80,99,37.89,82.43,110,-0.17,-7.1,14.85,73.47
91,93,35.63,64.26,183,-6.65,-8.01,5.03,60.57
108,92,37.2,44.31,267,-0.95,-1.23,15.43,68.72
75,91,36.69,53.83,169,0.22,1.27,7.28,84.1
92,95,37.82,72.66,361,0.63,-4.11,14.37,75.52
100,97,35.62,24.73,243,6.4,-3.95,6.15,62.44
58,95,36.71,35.2,330,0.35,-1.51,2.33,95.37
114,98,37.9,52.38,137,-5.38,-3.72,21.42,54.82
111,94,37.07,62.3,27,3.26,8.31,17.77,51.16
99,91,37.15,43.74,6,5.95,-9.16,15.99,52.49
74,97,35.79,40.89,397,-3.61,-5.31,0.29,80.23
71,98,35.9,22.9,332,2.91,6.17,0.86,80.25
58,99,37.53,22.28,452,-7.06,6.68,5.23,83.55
68,93,37.53,39.51,316,-3.16,-7.77,8.57,79.2
57,95,38.44,57.14,50,8.18,9.48,13.59,71.31
112,99,37.64,58.95,425,8.23,3.87,16.83,57.99
109,97,36.98,54.58,135,1.51,-4.55,15.85,60.93
58,98,38.07,48.69,177,4.05,-0.88,10.69,88.63
78,94,35.81,37.66,128,7.08,-4.06,3.89,70.19
88,95,36.85,48.05,196,9.17,-7.0,10.38,60.52
84,93,36.36,29.71,266,-0.2,-4.18,6.45,78.07
73,94,35.81,28.07,499,1.23,1.6,0.0,90.08
85,96,37.79,41.0,106,-1.69,6.52,15.39,69.77
114,98,37.03,89.67,47,-8.56,-2.73,17.99,50.39
114,99,37.17,42.85,137,-1.54,-3.04,17.78,60.24
73,95,36.73,85.55,398,5.81,-0.64,4.79,83.72
103,95,36.88,47.46,102,6.1,2.89,14.49,59.75
117,97,35.85,50.73,46,7.85,5.03,12.68,46.96
76,93,37.52,75.79,476,-8.97,-3.46,8.53,76.6
78,92,36.8,26.55,152,0.54,1.73,8.57,81.32
84,96,37.95,32.76,367,-7.85,-2.21,13.38,73.26
112,94,36.09,88.17,5,-5.99,4.33,13.29,51.72
85,91,36.12,55.41,10,8.0,-6.71,7.98,60.05
118,91,37.44,23.1,16,-0.06,-4.86,21.13,55.41
73,95,38.04,23.32,142,5.17,-1.48,13.87,78.36
102,97,36.92,83.51,271,-8.71,7.79,12.77,54.62
99,90,37.68,81.14,311,-1.66,1.47,15.59,72.96
109,95,38.5,52.09,65,3.48,9.31,24.14,51.45
109,91,38.47,31.43,419,-7.33,-7.93,20.46,55.56
72,91,37.73,78.12,338,-3.48,-0.8,10.19,85.62
117,96,37.72,42.72,421,-8.71,-1.62,18.28,57.53
101,99,36.24,49.33,497,3.03,2.0,6.94,73.4
111,90,38.0,67.77,468,9.42,6.24,18.02,55.07
99,95,36.72,44.74,330,6.54,6.83,10.58,61.06
87,96,38.39,64.01,255,9.49,3.4,17.28,66.12
71,97,35.74,81.97,488,6.91,2.83,0.0,82.57
58,96,36.81,75.82,126,7.1,8.98,4.88,74.22
74,95,37.17,46.71,130,1.54,-2.33,9.84,80.96
101,98,36.72,40.16,481,0.37,6.66,9.47,70.7
69,92,36.13,39.99,17,-1.87,8.43,4.79,73.47
101,95,37.28,44.4,206,6.36,-0.17,15.03,65.78
63,93,37.77,54.55,88,-6.36,4.58,11.06,77.13
70,91,37.43,49.16,437,-8.88,-2.46,7.3,80.14
115,90,36.2,29.31,497,8.96,-6.82,9.55,53.5
64,90,37.69,31.44,242,-9.92,1.73,9.35,78.85
104,99,36.27,44.01,462,9.54,-6.07,8.03,58.51
57,92,36.03,59.34,349,4.58,-0.85,0.0,91.97
105,93,37.57,61.49,16,-3.43,7.46,19.2,54.75
73,91,38.03,54.03,465,3.96,-8.28,10.59,78.12
96,90,36.94,71.71,222,6.36,-9.39,12.2,57.54
89,93,37.09,71.61,369,-5.09,2.13,10.08,74.21
